chapter,verse,sanskrit,hindi,english,transliteration
13,19,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः |मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते |,इस प्रकार क्षेत्र तथा ज्ञान और जानने योग्य परमात्मा का स्वरूप संक्षेप से कहा गया। मेरा भक्त इसको तत्त्व से जानकर मेरे स्वरूप को प्राप्त होता है॥,"Thus the truth of the Ksetra and knowledge, as well as of the object worth knowing, God has been briefly discussed; knowing this in reality, My devotee enters into My Being.",iti kṣetraṃ tathā jñānaṃ jñeyaṃ coktaṃ samāsataḥ .madbhakta etadvijñāya madbhāvāyopapadyate 
13,20,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि |विकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान् |,"प्रकृति और पुरुष, इन दोनों को ही तू अनादि जान। और राग-द्वेषादि विकारों को तथा त्रिगुणात्मक सम्पूर्ण पदार्थों को भी प्रकृति से ही उत्पन्न जान॥","Prakrti and Purusha, know both these as beginningless, and know all modifications such as likes and dislikes etc. and all objects constituted of the three Gunas as born of Prakrti.",prakṛtiṃ puruṣaṃ caiva viddhyanādi ubhāvapi .vikārāṃśca guṇāṃścaiva viddhi prakṛtisambhavān 
13,21,कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते |पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते |,कार्य और कारण को उत्पन्न करने में हेतु प्रकृति कही जाती है और जीवात्मा सुख-दुःखों के भोकापन में अर्थात् भोगने में हेतु कहा जाता है॥,Prakrti is said to be responsible for bringing forth the evolutes and the instruments; while the individual soul is declared to be the cause of experience of joys and sorrows.,kāryakāraṇakartṛtve hetuḥ prakṛtirucyate .puruṣaḥ sukhaduḥkhānāṃ bhoktṛtve heturucyate 
13,22,पुरुषः प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान् |कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु |,प्रकृति में स्थित ही पुरुष प्रकृति से उत्पन्न त्रिगुणात्मक पदार्थों को भोगता है और इन गुणों का संग ही इस जीवात्मा के अच्छी-बुरी योनीयों में जन्म लेने का कारण है ॥,Only the Purusha seated in Prakrti senses objects of the nature of the three Gunas evolved from Prakrti. And it is contact with these Gunas that is responsible for the birth of this soul in good and evil wombs.,puruṣaḥ prakṛtistho hi bhuṅkte prakṛtijānguṇān .kāraṇaṃ guṇasaṅgo.asya sadasadyonijanmasu 
13,23,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वरः |परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुषः परः |,"इस देह में स्थित यह आत्मा वास्तव में परमात्मा ही है। वही साक्षी होने से उपद्रष्टा और यथार्थ सम्मति देने वाला होने से अनुमन्ता, सबका धारण- पोषण करने वाला होने से भर्ता, जीवरूप से भोक्ता, ब्रह्मा आदि का भी स्वामी होने से महेश्वर और शुद्ध सच्चिदानन्दचन होने से परमात्मा—ऐसा कहा गया है ॥","In this body, the soul is indeed the Supreme Soul. Being the witness, it is the seer; being the giver of true knowledge, it is the approver; being the sustainer of all, it is the supporter; being the enjoyer of life, it is the enjoyer; being the lord of Brahma and others, it is the great Lord; and being pure consciousness and bliss, it is called the Supreme Soul.",upadraṣṭānumantā ca bhartā bhoktā maheśvaraḥ .paramātmeti cāpyukto dehe.asminpuruṣaḥ paraḥ 
13,24,य एवं वेत्ति पुरुषं प्रकृतिं च गुणैः सह |सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते |,"इस प्रकार पुरुष को और गुणों के सहित प्रकृति को जो मनुष्य तत्व से जानता है, वह सब प्रकार से कर्तव्य कर्म करता हुआ भी फिर नहीं जन्मता ॥","He who thus knows the Purushaand Prakrtitogether with the Gunas,—even though performing his duties in every way, is never born again.",ya evaṃ vetti puruṣaṃ prakṛtiṃ ca guṇaiḥ saha .sarvathā vartamāno.api na sa bhūyo.abhijāyate 
13,25,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना |अन्ये साङ्ख्येन योगेन कर्मयोगेन चापरे |,बुद्धि से ध्यान के द्वारा हृदय में देखते हैं; अन्य कितने ही ज्ञान योग के द्वारा और दूसरे कितने ही कर्मयोग के द्वारा देखते हैं अर्थात् प्राप्त करते हैं ॥,"Some by meditation behold the supreme Spirit in the heart with the help of their refined and sharp intellect; others realize It through the discipline of Knowledge, and others again, through the discipline of Action.",dhyānenātmani paśyanti kecidātmānamātmanā .anye sāṅkhyena yogena karmayogena cāpare 
13,26,अन्ये त्वेवमजानन्तः श्रुत्वान्येभ्य उपासते |तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणाः |,"परन्तु इनसे दूसरे अर्थात् जो मंदबुद्धिवाले पुरुष हैं, वे इस प्रकार न जानते हुए दूसरों से अर्थात् तत्त्व के जानने वाले पुरुषों से सुनकर ही तदनुसार उपासना करते हैं और वे श्रवणपरायण पुरुष भी मृत्यु रूप संसार सागर को निःसंदेह तर जाते हैं॥","Other dull witted persons, however, not knowing thus, worship even as they have heard from others; and even those who are thus devoted to hearing, are able to cross the ocean of mundane existence in the shape of death. ",anye tvevamajānantaḥ śrutvānyebhya upāsate .te.api cātitarantyeva mṛtyuṃ śrutiparāyaṇāḥ 
13,27,यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम् |क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ |,"हे अर्जुन ! जितने भी स्थावर-जंगम प्राणी उत्पन्न होते हैं, उन सबको तू क्षेत्र और क्षेत्रज्ञ के संयोग से ही उत्पन्न जान ।।","Arjuna, whatsoever being, animate or inanimate, is born, know it as emanated from the union of Ksetraand the ksetrajña.",yāvatsañjāyate kiñcitsattvaṃ sthāvarajaṅgamam .kṣetrakṣetrajñasaṃyogāttadviddhi bharatarṣabha 
13,28,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् |विनश्यत्स्वविनश्यन्तं यः पश्यति स पश्यति |,जो पुरुष नष्ट होते हुए सब चराचर भूतों में परमेश्वर को नाशरहित और समभाव से स्थित देखता है वही यथार्थ देखता है ।।,"He alone truly sees, who sees the supreme Lord as imperishable and abiding equally in all perishable beings, both animate and inanimate",samaṃ sarveṣu bhūteṣu tiṣṭhantaṃ parameśvaram .vinaśyatsvavinaśyantaṃ yaḥ paśyati sa paśyati 
13,29,समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम् |न हिनस्त्यात्मनात्मानं ततो याति परां गतिम् |,"क्योंकि जो पुरुष सब में समभाव से स्थित परमेश्वर को समान देखता हुआ अपने द्वारा अपने को नष्ट नहीं करता, इससे वह परम गति को प्राप्त होता है ॥","For, he who kills not himself by himself be seeing the supreme Lord, equally present in all, as one, thereby reaches the supreme state.",samaṃ paśyanhi sarvatra samavasthitamīśvaram .na hinastyātmanātmānaṃ tato yāti parāṃ gatim 
13,30,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वशः |यः पश्यति तथात्मानमकर्तारं स पश्यति |,"और जो पुरुष सम्पूर्ण कर्मों को सब प्रकार से प्रकृति के द्वारा ही किये जाते हुए देखता है और आत्मा को अकर्ता देखता है, वही यथार्थ देखता है ॥","And he alone really sees, who sees all actions being performed in every way by Prakrti alone, and the Self as the non-doer.",prakṛtyaiva ca karmāṇi kriyamāṇāni sarvaśaḥ .yaḥ paśyati tathātmānamakartāraṃ sa paśyati 
13,31,यदा भूतपृथग्भावमेकस्थमनुपश्यति |तत एव च विस्तारं ब्रह्म सम्पद्यते तदा |,"जिस क्षण यह पुरुष भूतों के पृथक्-पृथक् भाव को एक परमात्मा में ही स्थित तथा उस परमात्मा से ही सम्पूर्ण भूतों का विस्तार देखता है, उसी क्षण वह सच्चिदानन्दधन ब्रह्म को प्राप्त हो जाता है ॥","The moment man perceives the diversified existence of beings as rooted in the one supreme Spirit, and the spreading forth of all beings from the same, that very moment he attains Brahma.",yadā bhūtapṛthagbhāvamekasthamanupaśyati .tata eva ca vistāraṃ brahma sampadyate tadā 
13,32,अनादित्वान्निर्गुणत्वात्परमात्मायमव्ययः |शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते |,हे अर्जुन! अनादि होने से और निर्गुण होने से यह अविनाशी परमात्मा शरीर में स्थित होने पर भी वास्तव में न तो कुछ करता है और न लिप्त ही होता है ॥,"O Arjuna! Being without beginning and devoid of qualities, this imperishable Supreme Soul, though residing in the body, neither acts nor is affected.",anāditvānnirguṇatvātparamātmāyamavyayaḥ .śarīrastho.api kaunteya na karoti na lipyate 
13,33,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते |सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते |,"जिस प्रकार सर्वत्र व्याप्त आकाश सूक्ष्म होने के कारण लिप्त नहीं होता, वैसे ही देह में सर्वत्र स्थित आत्मा निर्गुण होने के कारण देह के गुणों से लिप्त नहीं होता ॥","As the all-pervading ether is not tainted by reason of its subtlety, so seated everywhere in the body, the Self is not affected by the attributes of the body due to its attributeless character.",yathā sarvagataṃ saukṣmyādākāśaṃ nopalipyate .sarvatrāvasthito dehe tathātmā nopalipyate 
13,34,यथा प्रकाशयत्येकः कृत्स्नं लोकमिमं रविः |क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत |,"हे अर्जुन! जिस प्रकार एक ही सूर्य इस सम्पूर्ण ब्रह्माण्ड को प्रकाशित करता है, उसी प्रकार एक ही आत्मा सम्पूर्ण क्षेत्र को प्रकाशित करता है ॥","O Arjuna! Just as the one sun illuminates the entire world, in the same way, the one Self illuminates the entire field.",yathā prakāśayatyekaḥ kṛtsnaṃ lokamimaṃ raviḥ .kṣetraṃ kṣetrī tathā kṛtsnaṃ prakāśayati bhārata 
13,35,क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा |\nभूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम्,"इस प्रकार क्षेत्र और क्षेत्रज्ञ के भेद को तथा कार्य सहित प्रकृति से मुक्त होने को जो पुरुष ज्ञान-नेत्रों द्वारा तत्त्व से जानते हैं, वे महात्माजन परम ब्रह्म परमात्मा को प्राप्त होते हैं ॥","Arjuna, as the one sun illumines this entire universe, so the one Atmaillumines the whole Ksetra.",kṣetrakṣetrajñayorevamantaraṃ jñānacakṣuṣā .bhūtaprakṛtimokṣaṃ ca ye viduryānti te param 
14,1,श्रीभगवानुवाच |परं भूयः प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् |यज्ज्ञात्वा मुनयः सर्वे परां सिद्धिमितो गताः |,"श्रीभगवान् ने कहा—ज्ञानों में भी अति उत्तम उस परम ज्ञान को मैं फिर कहूँगा, जिसको जानकर सब मुनिजन इस संसार से मुक्त होकर परम सिद्धि को प्राप्त हो गये हैं |","Shree Bhagavan said: I shall discuss once more the supreme wisdom, the best of all wisdoms, acquiring which all sages have attained highest perfection, being liberated from this mundane existence.",śrībhagavānuvāca .paraṃ bhūyaḥ pravakṣyāmi jñānānāṃ jñānamuttamam .yajjñātvā munayaḥ sarve parāṃ siddhimito gatāḥ 
14,2,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः |सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च |,इस ज्ञान को आश्रय करके अर्थात् धारण करके मेरे स्वरूप को प्राप्त हुए पुरुष सृष्टि के आदि में पुनः उत्पन्न नहीं होते और प्रलयकाल में भी व्याकुल नहीं होते |,"Those who, by practising this wisdom, have entered into My Being are not born again at the cosmic dawn nor feel disturbed even during the cosmic night.",idaṃ jñānamupāśritya mama sādharmyamāgatāḥ .sarge.api nopajāyante pralaye na vyathanti ca 
14,3,मम योनिर्महद् ब्रह्म तस्मिन्गर्भं दधाम्यहम् |सम्भवः सर्वभूतानां ततो भवति भारत |,हे अर्जुन! मेरी महत्त्व-ब्रह्म रूप मूल प्रकृति सम्पूर्ण भूतों की योनि है अर्थात् गर्भाधान का स्थान है और मैं उस योनि में चेतन-समुदाय रूप गर्भ को स्थापना करता हूँ। उस जड़-चेतन के संयोग से सब भूतों की उत्पत्ति होती है |,"My primordial Nature, known as the great Brahman, is the womb from which all beings are born, O Bharata. I place the seed of consciousness in that womb, and from the union of the inert and the conscious, all beings come into existence.",mama yonirmahad brahma tasmingarbhaṃ dadhāmyaham .sambhavaḥ sarvabhūtānāṃ tato bhavati bhārata 
14,4,सर्वयोनिषु कौन्तेय मूर्तयः सम्भवन्ति याः |तासां ब्रह्म महद्योनिरहं बीजप्रदः पिता |,"हे अर्जुन ! नाना प्रकार की सब योनिों में जितनी मूर्तियाँ अर्थात् शरीर धारी प्राणी उत्पन्न होते हैं, प्रकृति तो उन सबकी गर्भ धारन करने वाली माता है और मैं बीज को स्थापना करने वाला पिता हूँ |","Of all embodied beings that appear in all the species of various kinds Arjuna, Prakrti, or Nature is the conceiving Mother, while I am the seed-giving Father.",sarvayoniṣu kaunteya mūrtayaḥ sambhavanti yāḥ .tāsāṃ brahma mahadyonirahaṃ bījapradaḥ pitā 
14,5,सत्त्वं रजस्तम इति गुणाः प्रकृतिसम्भवाः |निबध्नन्ति महाबाहो देहे देहिनमव्ययम् |,"हे अर्जुन ! सत्त्वगुण, रजोगुण और तमोगुण—ये प्रकृति से उत्पन्न तीनों गुण अविनाशी जीवात्मा को शरीर में बाँधते हैं |","Sattva, Rajas and Tamas—these three qualities born of Prakriti bind the imperishable soul to the body, O mighty-armed Arjuna.",sattvaṃ rajastama iti guṇāḥ prakṛtisambhavāḥ .nibadhnanti mahābāho dehe dehinamavyayam 
14,6,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् |सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ |,"हे निष्पाप! उन तीनों गुणों में सत्वगुण तो निर्मल होने के कारण प्रकाश करने वाला और विकार रहित है, वह सुख के संबंध से और ज्ञान के संबंध से अर्थात् उसके अभिमान से बाँधता है |","Of these Sattva, being immaculate, is illuminating and flawless, Arjuna; it binds through identification with joy and wisdom.",tatra sattvaṃ nirmalatvātprakāśakamanāmayam .sukhasaṅgena badhnāti jñānasaṅgena cānagha 
14,7,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम् |तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम् |,हे अर्जुन! राग रूप रजोगुण को कामना और आसक्ति से उत्पन्न जान। वह इस जीवात्मा को कर्मों के और उनके फल के संबंध से बाँधता है |,"Know that Rajas, which is passionate, born of desire and attachment, O son of Kunti, binds the embodied soul by attachment to actions and their fruits.",rajo rāgātmakaṃ viddhi tṛṣṇāsaṅgasamudbhavam .tannibadhnāti kaunteya karmasaṅgena dehinam 
14,8,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् |प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत |,"हे अर्जुन ! सब देहाभिमानियों को मोहित करने वाले तमोगुण को तो अज्ञान से उत्पन्न जान। वह इस जीवात्मा को प्रमाद, आलस्य और निद्रा के द्वारा बाँधता है |","And know, Tamas, the deluder of all those who look upon the body as their own self, as born of ignorance. It binds the soul through error, sloth and sleep, Arjuna!",tamastvajñānajaṃ viddhi mohanaṃ sarvadehinām .pramādālasyanidrābhistannibadhnāti bhārata 
14,9,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत |ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत |,हे अर्जुन ! सत्त्वगुण सुख में लगाता है और रजोगुण कर्म में। तथा तमोगुण तो ज्ञान को ठक्कर प्रमाद में भी लगाता है |,"Sattva, O Bharata, is engaged in happiness; Rajas in action; and Tamas, born of ignorance, deludes all beings by causing error.",sattvaṃ sukhe sañjayati rajaḥ karmaṇi bhārata .jñānamāvṛtya tu tamaḥ pramāde sañjayatyuta 
14,10,रजस्तमश्चाभिभूय सत्त्वं भवति भारत |रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा |,"हे अर्जुन! रजोगुण और तमोगुण को दबाकर सत्त्वगुण होता है और सत्त्वगुण तथा तमोगुण को दबाकर रजोगुण, वैसे ही सत्त्वगुण और रजोगुण को दबाकर तमोगुण होता है अर्थात बढ़ता है |","Overpowering Rajas And Tamas, Sattva prevails; overpowering Sattva and Tamas, Rajas prevails even so, overpowering Sattva and Rajas, Tamas, Rajas prevails even so, overpowering Sattva and Rajas, Tamas.",rajastamaścābhibhūya sattvaṃ bhavati bhārata .rajaḥ sattvaṃ tamaścaiva tamaḥ sattvaṃ rajastathā 
14,11,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते |ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत |,"जिस समय इस देह में तथा अन्तःकरण और इन्द्रियों में चेतनता और विवेकशक्ति उत्पन्न होती है, उस समय ऐसा जानना चाहिये कि सत्त्वगुण बढ़ा है |","At the time when light arises in all the organs of the body, knowledge arises, and the wise one becomes firm in Sattva.",sarvadvāreṣu dehe.asminprakāśa upajāyate .jñānaṃ yadā tadā vidyādvivṛddhaṃ sattvamityuta 
14,12,लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा |रजस्येतानि जायन्ते विवृद्धे भरतर्षभ |,"हे अर्जुन ! रजोगुण के बढ़ने पर लोभ प्रवृत्ति, स्वार्थ बुद्धि से कर्मों का सकाम भाव से आरम्भ, अशान्ति और विषय भोगों की लालसा—ये सब उत्पत्र होते हैं |","With the preponderance of Rajas, Arjuna, greed, activity, undertaking of actions with an interested motive, restlessness and a thirst for enjoyment make their appearance.",lobhaḥ pravṛttirārambhaḥ karmaṇāmaśamaḥ spṛhā .rajasyetāni jāyante vivṛddhe bharatarṣabha 
14,13,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च |तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन |,"हे अर्जुन! तमोगुण के बढ़ने पर अन्तःकरण और इन्द्रियों में अज्ञान, कर्तव्य-कर्मों में अप्रवृत्ति और प्रमाद अर्थात् व्यर्थ चेष्टा और निद्रादि अन्तःकरण की मोहिनी वृत्तियाँ—ये सब ही उत्पन्न होते हैं |","With the growth of Tamas, Arjuna, obtuseness of the mind and senses, disinclination to perform one’s obligatory duties, frivolity and stupor—all these appear.",aprakāśo.apravṛttiśca pramādo moha eva ca .tamasyetāni jāyante vivṛddhe kurunandana 
14,14,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् |तदोत्तमविदां लोकानमलान्प्रतिपद्यते |,"जब यह मनुष्य सत्त्वगुण की वृद्धि में मृत्यु को प्राप्त होता है, तब तो उत्तम कर्म करने वालों के निर्मल दिव्य स्वर्गादि लोकों को प्राप्त होता है |","When a man dies during the preponderance of Sattva, he obtains the stainless ethereal worldattained by men of noble deeds.",yadā sattve pravṛddhe tu pralayaṃ yāti dehabhṛt .tadottamavidāṃ lokānamalānpratipadyate 
14,15,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते |तथा प्रलीनस्तमसि मूढयोनिषु जायते |,"रजोगुण के बढ़ने पर मृत्यु को प्राप्त होकर कर्मों की आसक्ति वाले मनुष्यों में उत्पन्न होता है; तथा तमोगुण के बढ़ने पर मरा हुआ मनुष्य कीट, पशु आदि मूढ़योनियों में उत्पन्न होता है |","Dying when Rajas predominates, he is born among those attached to action; even so the man who has expired during the preponderance of Tamas is reborn in the species of stupid creatures, such as insects, and beasts etc.",rajasi pralayaṃ gatvā karmasaṅgiṣu jāyate .tathā pralīnastamasi mūḍhayoniṣu jāyate 
14,16,कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम् |रजसस्तु फलं दुःखमज्ञानं तमसः फलम् |,"श्रेष्ठ कर्म का तो सात्त्विक अर्थात् सुख, ज्ञान और वैराग्यादि निर्मल फल कहा है; राजस कर्म का फल दुःख एवं तामस कर्म का फल अज्ञान कहा है |","The reward of a righteous act, they say, is Sattvika and faultless; sorrow is declared to be the fruit of a Rajasika act and ignorance, the fruit of a Tamasika act.",karmaṇaḥ sukṛtasyāhuḥ sāttvikaṃ nirmalaṃ phalam .rajasastu phalaṃ duḥkhamajñānaṃ tamasaḥ phalam 
14,17,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च |प्रमादमोहौ तमसो भवतोऽज्ञानमेव च |,सत्त्वगुण से ज्ञान उत्पन्न होता है और रजोगुण से निस्सन्देह लोभ; तथा तमोगुण से प्रमाद और मोह उत्पन्न होते हैं और अज्ञान भी होता है |,"Wisdom follows from Sattva, and greed, undoubtedly, from Rajas, likewise obstinate error, stupor and also ignorance follow from Tamas.",sattvātsañjāyate jñānaṃ rajaso lobha eva ca .pramādamohau tamaso bhavato.ajñānameva ca 
14,18,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः |जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः |,"सत्त्वगुण में स्थित पुरुष स्वर्गादि उच्च लोकों को जाते हैं, रजोगुण में स्थित राजस पुरुष मध्य में अर्थात् मनुष्यलोक में ही रहते हैं और तमोगुण के कार्यरूप निद्रा, प्रमाद और आलस्यादि में स्थित तामस पुरुष अधोगति को अर्थात् कीट, पशु आदि नीच योनियों को तथा नरकों को प्राप्त होते हैं |",Those established in Sattva ascend upwards; those in Rajas remain in the middle; and those in Tamas go downwards.,ūrdhvaṃ gacchanti sattvasthā madhye tiṣṭhanti rājasāḥ .jaghanyaguṇavṛttisthā adho gacchanti tāmasāḥ 
14,19,नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति |गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति |,"जिस समय दृष्टा तीनों गुणों के अतिरिक्त अन्य किसी को कर्ता नहीं देखता और तीनों गुणों से अत्यन्त परे सच्चिदानन्दधन स्वरूप मुझ परमात्मा को तत्व से जानता है, उस समय वह मेरे स्वरूप को प्राप्त होता है |","When the seer perceives no agent other than the three Gunas; and realizes Me, the supreme Spirit standing entirely beyond these Gunas, he enters into My Being.",nānyaṃ guṇebhyaḥ kartāraṃ yadā draṣṭānupaśyati .guṇebhyaśca paraṃ vetti madbhāvaṃ so.adhigacchati 
14,20,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् |जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते |,"गुणों को उल्लंघन करके जन्म, मृत्यु, जरा अवस्था और सब प्रकार के दुःखों से मुक्त हुआ परमआनन्द को प्राप्त होता है |","Having transcended the aforesaid three Gunas, which have caused the body, and freed from birth, death, old age and all kinds of sorrow, this soul attains supreme bliss.",guṇānetānatītya trīndehī dehasamudbhavān .janmamṛtyujarāduḥkhairvimukto.amṛtamaśnute 
14,21,अर्जुन उवाच |कैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो |किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते |,अर्जुन ने कहा—इन तीनों गुणों से अतीत पुरुष किन-किन लक्षणों से युक्त होता है और किस प्रकार के आचरणों वाला होता है; तथा हे प्रभो! मनुष्य किस उपाय से इन तीनों गुणों से अतीत होता है|,"Arjuna said: What are the marks of him who has risen above the three Gunas, and what is his conduct? And how, Lord, does he rise above the three Gunas?",arjuna uvāca .kairliṅgaistrīnguṇānetānatīto bhavati prabho .kimācāraḥ kathaṃ caitāṃstrīnguṇānativartate 
14,22,श्रीभगवानुवाच |प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव |न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्क्षति |,श्रीभगवान ने कहा—हे अर्जुन! जो पुरुष सत्त्वगुण के कार्यरूप प्रकाश को और रजोगुण के कार्यरूप प्रवृत्ति को तथा तमोगुण के कार्यरूप मोह को भी न तो प्रवृत्त होने पर उनसे द्वेष करता है और न निवृत्त होने पर उनकी आकाङ्क्षा करता है|,"Shree Bhagavan said: Arjuna, he who hates not lightand activityand even stupor, when prevalent, nor longs for them when they have ceased.",śrībhagavānuvāca .prakāśaṃ ca pravṛttiṃ ca mohameva ca pāṇḍava .na dveṣṭi sampravṛttāni na nivṛttāni kāṅkṣati 
14,23,उदासीनवदासीनो गुणैर्यो न विचाल्यते |गुणा वर्तन्त इत्येवं योऽवतिष्ठति नेङ्गते |,जो साक्षी के सदृश स्थित हुआ गुणों के द्वारा विचलित नहीं किया जा सकता और गुण ही गुणों में बरतते हैं—ऐसा समझता हुआ जो सच्चिदानन्दघन परमात्मा में एकीभाव से स्थित रहता है एवं उस स्थिति से कभी विचलित नहीं होता|,"He who is indifferent to the modes of nature, and who remains unshaken, knowing that the modes act on the modes, remains established in the Self and is never shaken.",udāsīnavadāsīno guṇairyo na vicālyate .guṇā vartanta ityevaṃ yo.avatiṣṭhati neṅgate 
14,24,समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः |तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः |,"जो निरंतर आत्मभाव में स्थित, दुःख-सुख को समान समझने वाला, मिट्टी, पत्थर और स्वर्ण में समान भाव वाला, ज्ञानी, प्रिय तथा अप्रिय को एक-सा मानने वाला और अपनी निन्दा-स्तुति में भी समान भाव वाला है |","He who is ever established in the Self, takes woe and joy alike, regards a clod of earth, a stone and a piece of gold as equal in value, is possessed of wisdom, perceives the pleasant as well as the unpleasant in the same spirit, and views censure and praise alike.",samaduḥkhasukhaḥ svasthaḥ samaloṣṭāśmakāñcanaḥ .tulyapriyāpriyo dhīrastulyanindātmasaṃstutiḥ 
14,25,मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः |सर्वारम्भपरित्यागी गुणातीतः स उच्यते |,"जो मान और अपमान में सम है, मित्र और बैरी के पक्ष में भी सम है एवं सम्पूर्ण आरम्भों में कर्तपिन के अभिमान से रहित है, वह पुरुष गुणातीत कहा जाता है।","He who is indifferent to honour and ignominy; is alike to the cause of a friend as well as to that of an enemy, and has renounced the senses of doership in all undertakings, is said to have risen above the three Gunas.",mānāpamānayostulyastulyo mitrāripakṣayoḥ .sarvārambhaparityāgī guṇātītaḥ sa ucyate 
14,26,मां च योऽव्यभिचारेण भक्तियोगेन सेवते |स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते |,"जो पुरुष व्यभिचारी भक्ति योग के द्वारा मुझ को निरन्तर भजता है, वह भी इन तीनों गुणों को भलीभाँति लाँघकर सच्चिदानन्दधन ब्रह्म को प्राप्त होने के लिये योग्य बन जाता है|","He too who constantly worships Me through the Yoga of exclusive devotion,—transcending these three Gunas, becomes eligible for attaining Brahma.",māṃ ca yo.avyabhicāreṇa bhaktiyogena sevate .sa guṇānsamatītyaitānbrahmabhūyāya kalpate 
14,27,ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च |शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च |,क्योंकि उस अविनाशी परब्रह्म का और अमृत का तथा नित्य धर्म का और अखण्ड एकरस आनन्द का आश्रय मैं हूँ इसलिए इनका मैं परम आश्रय हूँ |,"For, I am the ground of the imperishable Brahma, of immortality, of the eternal virtue and of unending immutable bliss.",brahmaṇo hi pratiṣṭhāhamamṛtasyāvyayasya ca .śāśvatasya ca dharmasya sukhasyaikāntikasya ca 
